元年（公元前）,师訇簋,逆钟,元年师(方[𠂉史])簋,师虎簋,舀鼎（曶鼎）,伯吕盨,师([甘水]页)簋,裘卫盉,师遽簋盖,颂鼎/颂簋/颂壶/颂壶盖,达盨盖,(疒兴)盨,师酉盘,兮甲盘,五年师(方[𠂉史])簋,九年卫鼎,太师虘簋,走簋,大簋盖,十五年大鼎,趞曹鼎,伯克壶,士山盘,此鼎/此簋,(走马)鼎,走马休盘,庚嬴鼎,典簋,(彔见)簋,小盂鼎,伊簋,廿七年卫簋,(虎斤)簋,㝨鼎/㝨盘,吴盉,晋侯稣钟1,晋侯稣钟2,伯（窥）父盨,晋侯稣钟3,鲜簋,四十二年佐鼎,四十三年佐鼎
1151,,,,,,,,建正:0,,,建正:0,错月:0/0,错月:0/0,,,,建正:0,,建正:0,,,建正:0,建正:0,错月:0/0,建正:0,,,建正:0,建正:0,建正:0,,,,错月:0/0,,错月:0/0,错月:0/0,,,错月:0/0,建正:0,建正:0
1150,超闰:*/0,失闰:0/*,建正:0,超闰:*/0,失闰:0/*,建正:0,建正:0,建正:0,,,建正:0,错月:0/0,失闰:0/*,,错月:0/0,,建正:0,建正:0,建正:0,建正:0,,,错月:0/0,,建正:0,建正:0,,错月:0/0,,失闰:0/*,,,,错月:0/0,,,,,,错月:0/0,建正:0,
1149,建正:0,,失闰:0/*,,,错月:0/0,错月:0/0,建正:0,建正:0,,建正:0,建正:0,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,,,错月:0/0,,,,,错月:0/0,,建正:0,建正:0,建正:0,,,建正:0,,失闰:0/*,错月:0/0,
1148,建正:0,,,,,,错月:0/0,,错月:0/0,,,,,,错月:0/0,,,建正:0,,错月:0/0,错月:0/0,建正:0,,,,建正:0,错月:0/0,,,,建正:0,错月:0/0,建正:0,,错月:0/0,,错月:0/0,,,,,
1147,,错月:0/0,,建正:0,建正:0,,,,错月:0/0,超闰:*/-1,,,错月:0/0,,,,,,建正:0,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,建正:0,超闰:*/0,错月:0/0,建正:0,,错月:0/0,错月:0/0,错月:0/0,,,,,错月:0/0
1146,,建正:0,错月:0/0,错月:0/0,错月:0/0,超闰:*/0,,建正:0,,,建正:0,建正:0,建正:0,错月:0/+1,,,错月:0/0,,错月:0/0,,,错月:0/0,错月:0/0,建正:0,错月:0/0,,失闰:0/*,错月:0/0,错月:0/0,错月:0/0,,,,建正:0,,建正:0,建正:0,,失闰:+1/*,建正:0,错月:0/0,错月:0/0
1145,,建正:0,错月:0/0,失闰:0/*,建正:0,错月:0/0,,错月:0/0,,,错月:0/0,建正:0,,,建正:0,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,,建正:0,,,错月:0/0,,建正:0,失闰:0/*,失闰:0/*,,,,建正:0,,,,,,建正:0,错月:0/0,
1144,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,错月:0/0,失闰:0/*,,,建正:0,,错月:0/0,错月:0/0,,建正:0,建正:0,,建正:0,,,错月:0/0,,,,,建正:0,,建正:0,建正:0,超闰:*/0,,,超闰:*/-1,,,建正:0,
1143,错月:0/0,,,,,,建正:0,,建正:0,,,,,,建正:0,错月:0/+1,,建正:0,,建正:0,建正:0,超闰:*/0,,,,建正:0,建正:0,,,,建正:0,错月:0/0,错月:0/0,,建正:0,,,,,,,
1142,建正:0,建正:0,,错月:0/0,错月:0/0,,,,建正:0,,,,建正:0,,,,,,错月:0/0,,建正:0,建正:0,,建正:0,建正:0,,建正:0,建正:0,建正:0,错月:0/0,错月:0/0,建正:0,错月:0/0,,建正:0,建正:0,建正:0,,,,,建正:0
1141,,错月:0/0,建正:0,建正:0,建正:0,,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,建正:0,,,,,建正:0,,,建正:0,建正:0,建正:0,建正:0,,建正:0,建正:0,建正:0,错月:0/0,,,,错月:0/0,,建正:0,建正:0,,建正:0,错月:0/0,建正:0,建正:0
1140,,错月:0/0,建正:0,建正:0,建正:0,建正:0,,建正:0,,,建正:0,错月:0/0,错月:0/0,,建正:0,,建正:0,建正:0,建正:0,建正:0,,,建正:0,错月:0/0,失闰:0/*,建正:0,,建正:0,超闰:*/0,超闰:*/0,,,,错月:0/0,,,,,,错月:0/0,建正:0,建正:0
1139,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,建正:0,,建正:0,错月:0/0,,,错月:0/0,,建正:0,建正:0,,建正:0,建正:0,,错月:0/0,,,建正:0,,,,,错月:0/0,,错月:0/0,错月:0/0,建正:0,,,,,失闰:0/*,建正:0,
1138,建正:0,,,,,失闰:0/*,错月:0/0,,建正:0,,,,,,错月:0/0,建正:0,,失闰:0/*,,错月:0/0,错月:0/0,,,,,错月:0/0,建正:0,,,,错月:0/0,建正:0,建正:0,,建正:0,,,,,,,
1137,超闰:*/0,错月:0/0,,建正:0,建正:0,,建正:0,,错月:0/0,,,,错月:0/0,,,,,,建正:0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,,错月:0/0,建正:0,建正:0,错月:0/0,建正:0,,错月:0/0,错月:0/0,错月:0/0,,,,,错月:0/0
1136,,错月:0/0,建正:0,建正:0,建正:0,,,,,,建正:0,错月:0/0,错月:0/0,错月:-1/-1,,,,,建正:0,,,错月:0/0,超闰:*/0,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,建正:0,,错月:0/0,,,,错月:0/0,错月:0/0,,错月:-1/0,建正:0,错月:0/0,错月:0/0
1135,,建正:0,错月:0/0,错月:0/0,失闰:0/*,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,,超闰:*/0,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,失闰:0/*,错月:0/0,建正:0,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,,,,建正:0,,建正:0,失闰:0/*,,,建正:0,错月:0/0,错月:0/0
1134,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,错月:0/0,建正:0,,,建正:0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,建正:0,,,错月:0/0,,失闰:0/*,,,建正:0,,建正:0,建正:0,,,,,,建正:0,错月:0/0,
1133,建正:0,,,,,失闰:0/*,错月:0/0,,错月:0/0,,,,,,建正:0,,失闰:0/*,建正:0,,建正:0,建正:0,,,,,建正:0,超闰:*/0,,,,建正:0,错月:0/0,建正:0,失闰:0/*,错月:0/0,,,,,,,
1132,错月:0/0,,,错月:0/0,错月:0/0,,超闰:*/0,,建正:0,,,,建正:0,,,,,,错月:0/0,,建正:0,错月:0/0,,建正:0,建正:0,,建正:0,,错月:0/0,错月:0/0,建正:0,错月:0/0,错月:0/0,,建正:0,建正:0,建正:0,,,,,错月:0/0
1131,,建正:0,超闰:*/0,错月:0/0,错月:0/0,,,,,,超闰:*/0,建正:0,建正:0,,,,,,错月:0/0,,,建正:0,建正:0,建正:0,建正:0,,建正:0,建正:0,建正:0,错月:0/0,,建正:0,,,,建正:0,建正:0,,,建正:0,,建正:0
1130,,错月:0/0,建正:0,建正:0,建正:0,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,,,,建正:0,建正:0,建正:0,,,建正:0,建正:0,错月:0/0,建正:0,,,建正:0,建正:0,错月:0/0,,,,错月:0/0,,建正:0,建正:0,,,错月:0/0,建正:0,建正:0
1129,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,建正:0,,建正:0,错月:0/0,,,建正:0,,建正:0,建正:0,,建正:0,建正:0,,错月:0/0,,,建正:0,,超闰:*/0,,,,,超闰:*/0,错月:0/0,,,,,,错月:0/0,建正:0,
1128,错月:0/0,,,,,建正:0,建正:0,,建正:0,,,,,,错月:0/0,,建正:0,建正:0,,错月:0/0,错月:0/0,,,,,建正:0,,,,,错月:0/0,建正:0,错月:0/0,建正:0,建正:0,,,建正:+1,,,,
1127,建正:0,,,,建正:0,,错月:0/0,,建正:0,,,,超闰:*/0,,,,,,,,错月:0/0,建正:0,,错月:0/0,,,建正:0,,建正:0,建正:0,错月:0/0,建正:0,建正:0,,建正:0,错月:0/0,错月:0/0,,,,,建正:0
1126,,错月:0/0,,建正:0,建正:0,,,,,错月:0/+1,,,错月:0/0,,,,,,建正:0,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,建正:0,失闰:0/*,错月:0/0,,,失闰:0/*,错月:0/0,错月:0/0,,,超闰:*/0,,错月:0/0
1125,,错月:0/0,建正:0,建正:0,建正:0,建正:0,,建正:0,,,建正:0,建正:0,建正:0,,,,错月:0/0,超闰:*/0,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,,错月:0/0,错月:0/0,建正:0,,,,错月:0/0,,错月:0/0,错月:0/0,,,建正:0,错月:0/0,错月:0/0
1124,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,,,错月:0/0,建正:0,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,,,错月:0/0,,失闰:0/*,,,,,,建正:0,,,,,,建正:0,错月:0/0,
1123,建正:0,,,,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,失闰:0/*,,,,建正:0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,,,,错月:0/0,,,,,建正:0,错月:0/0,建正:0,建正:0,错月:0/0,,,失闰:+1/*,,,失闰:0/*,
1122,错月:0/0,,,,超闰:*/0,,建正:0,,错月:0/0,,,,,,,,,,,,建正:0,错月:0/0,,超闰:*/0,,,错月:0/0,,,,建正:0,错月:0/0,错月:0/0,,错月:0/0,超闰:*/0,错月:0/0,,,,,超闰:*/0
1121,,建正:0,,错月:0/0,错月:0/0,,,,,建正:0,,,建正:0,,,,,,错月:0/0,,,错月:0/0,,建正:0,建正:0,,建正:0,错月:0/0,错月:0/0,错月:0/0,,建正:0,失闰:0/*,,建正:0,建正:0,建正:0,,,,,错月:0/0
1120,,建正:0,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,错月:0/0,,,错月:0/0,建正:0,建正:0,,,,错月:0/0,,错月:0/0,,,建正:0,建正:0,建正:0,建正:0,,,建正:0,建正:0,错月:0/0,,,,建正:0,,建正:0,建正:0,,,建正:0,错月:0/0,建正:0
1119,超闰:*/0,错月:0/0,建正:0,失闰:0/*,,建正:0,建正:0,错月:0/0,,,错月:0/0,错月:0/0,,,建正:0,,建正:0,建正:0,,建正:0,,,建正:0,,失闰:0/*,建正:0,,建正:0,失闰:0/*,失闰:0/*,,,,错月:0/0,,,,,,错月:0/0,建正:0,
1118,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,建正:0,,,失闰:0/*,,,错月:0/0,,建正:0,建正:0,,建正:0,建正:0,,失闰:0/*,,,建正:0,,,,,错月:0/0,建正:0,错月:0/0,失闰:0/*,建正:0,,,建正:-1,,,建正:0,
1117,错月:0/0,,,,,,建正:0,,建正:0,,,,,,错月:0/0,失闰:+1/*,,超闰:*/0,,错月:0/0,错月:0/0,建正:0,,,,超闰:*/0,建正:0,,,,错月:0/0,建正:0,错月:0/0,,建正:0,,,,,,,
1116,,错月:0/0,,建正:0,建正:0,,,,失闰:0/*,超闰:*/-1,,,错月:0/0,,,,,,建正:0,,,建正:0,,错月:0/0,建正:0,,错月:0/0,建正:0,建正:0,建正:0,错月:0/0,建正:0,建正:0,,建正:0,错月:0/0,错月:0/0,,,,,建正:0
1115,,错月:0/0,建正:0,建正:0,建正:0,,,建正:0,,,建正:0,错月:0/0,错月:0/0,失闰:+1/*,,,,,建正:0,,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,建正:0,错月:0/0,错月:0/0,建正:0,,,,错月:0/0,,错月:0/0,错月:0/0,,建正:0,错月:0/0,建正:0,错月:0/0
1114,,建正:0,错月:0/0,失闰:0/*,建正:0,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,,错月:0/0,失闰:0/*,失闰:0/*,错月:0/0,,错月:0/0,,超闰:*/0,,,,错月:0/0,,,,,,建正:0,错月:0/0,
1113,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,错月:0/0,建正:0,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,,,错月:0/0,,,,,错月:0/0,,建正:0,建正:0,错月:0/0,,,错月:-1/0,,超闰:*/0,错月:0/0,
1112,建正:0,,,,,,错月:0/0,,错月:0/0,,,,,,建正:0,建正:+1,,失闰:0/*,,错月:0/0,错月:0/0,超闰:*/0,,,,失闰:0/*,错月:0/0,,,,建正:0,错月:0/0,建正:0,,错月:0/0,,超闰:*/0,,,,,
1111,,建正:0,,错月:0/0,错月:0/0,,,,错月:0/0,,,,建正:0,,,,,,错月:0/0,,,错月:0/0,,建正:0,错月:0/0,,错月:0/0,超闰:*/0,错月:0/0,建正:0,建正:0,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,,,,,错月:0/0
1110,,建正:0,错月:0/0,错月:0/0,错月:0/0,,,错月:0/0,,,错月:0/0,建正:0,建正:0,错月:-1/0,,,超闰:*/0,,错月:0/0,,,建正:0,建正:0,建正:0,建正:0,,建正:0,错月:0/0,错月:0/0,错月:0/0,,,,,,建正:0,建正:0,,错月:0/+1,建正:0,错月:0/0,错月:0/0
1109,,建正:0,错月:0/0,错月:0/0,失闰:0/*,错月:0/0,,错月:0/0,,,错月:0/0,建正:0,建正:0,,建正:0,,错月:0/0,错月:0/0,错月:0/0,建正:0,,,建正:0,建正:0,建正:0,错月:0/0,,建正:0,超闰:*/0,错月:0/0,,,,建正:0,,建正:0,,,,错月:0/0,错月:0/0,建正:0
1108,错月:0/0,,建正:0,,,建正:0,建正:0,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,,建正:0,,建正:0,建正:0,,建正:0,建正:0,,建正:0,,,建正:0,,,,,建正:0,,错月:0/0,错月:0/0,,,,,,失闰:0/*,建正:0,
1107,错月:0/0,,,,,,建正:0,,建正:0,,,,,,错月:0/0,错月:-1/0,,建正:0,,建正:0,建正:0,,,,,建正:0,建正:0,,,,错月:0/0,建正:0,错月:0/0,,建正:0,,,,,,,
1106,失闰:0/*,建正:0,,错月:0/0,错月:0/0,,,,建正:0,,,,错月:0/0,,,,,,建正:0,,错月:0/0,建正:0,,建正:0,建正:0,,建正:0,,建正:0,错月:0/0,错月:0/0,建正:0,错月:0/0,,建正:0,建正:0,建正:0,,,,,建正:0
1105,,错月:0/0,建正:0,建正:0,建正:0,,,建正:0,,,建正:0,错月:0/0,错月:0/0,建正:-1,,,,,建正:0,,,建正:0,建正:0,错月:0/0,建正:0,,错月:0/0,建正:0,建正:0,建正:0,,建正:0,,超闰:*/0,,错月:0/0,错月:0/0,,建正:-1,错月:0/0,建正:0,建正:0
1104,,错月:0/0,建正:0,建正:0,建正:0,建正:0,,建正:0,,,建正:0,错月:0/0,错月:0/0,,错月:0/0,,建正:0,建正:0,建正:0,,,,错月:0/0,错月:0/0,错月:0/0,建正:0,,错月:0/0,失闰:0/*,建正:0,,,,错月:0/0,,失闰:0/*,建正:0,,,错月:0/0,建正:0,错月:0/0
1103,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,建正:0,建正:0,,建正:0,建正:0,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,,,错月:0/0,,,,,超闰:*/0,,建正:0,建正:0,,,,,,建正:0,错月:0/0,
1102,建正:0,,,,,失闰:0/*,错月:0/0,,错月:0/0,,,,,,错月:0/0,建正:-1,建正:0,错月:0/0,,错月:0/0,错月:0/0,,,,,错月:0/0,错月:0/0,,,,建正:0,错月:0/0,建正:0,,错月:0/0,,,,,,,
1101,建正:0,超闰:*/0,,,建正:0,,失闰:0/*,,错月:0/0,,,,错月:0/0,,,,,,,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,,错月:0/0,建正:0,建正:0,错月:0/0,建正:0,,错月:0/0,错月:0/0,错月:0/0,,,,,错月:0/0
1100,,建正:0,超闰:*/0,错月:0/0,错月:0/0,,,,,失闰:0/*,,建正:0,建正:0,,,,,,错月:0/0,,,错月:0/0,,建正:0,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,错月:0/0,,,,错月:0/0,错月:0/0,,超闰:*/-1,建正:0,超闰:*/0,错月:0/0
1099,,建正:0,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,错月:0/0,,,错月:0/0,建正:0,建正:0,,,,错月:0/0,超闰:*/0,错月:0/0,超闰:*/0,,建正:0,建正:0,建正:0,建正:0,超闰:*/0,,建正:0,建正:0,错月:0/0,,,,建正:0,,建正:0,超闰:*/0,,,建正:0,错月:0/0,建正:0
1098,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,超闰:*/0,,错月:0/0,错月:0/0,,,建正:0,,错月:0/0,错月:0/0,,建正:0,建正:0,,建正:0,,,错月:0/0,,超闰:*/0,,,,,,建正:0,,,,,,错月:0/0,建正:0,
1097,错月:0/0,,,,,建正:0,建正:0,,建正:0,,,,,,建正:0,,超闰:*/0,建正:0,,建正:0,建正:0,,,,,建正:0,,,,,建正:0,错月:0/0,错月:0/0,建正:0,错月:0/0,,,,,,,
1096,错月:0/0,,,超闰:*/0,错月:0/0,,建正:0,,建正:0,,,,建正:0,,,,,,超闰:*/0,,建正:0,建正:0,,建正:0,建正:0,,建正:0,,建正:0,,错月:0/0,建正:0,错月:0/0,,建正:0,建正:0,建正:0,,,,,建正:0
1095,,错月:0/0,,建正:0,建正:0,,,,,建正:+1,,超闰:*/0,错月:0/0,,,,,,建正:0,,,建正:0,,建正:0,建正:0,,建正:0,建正:0,建正:0,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,,,错月:0/0,,建正:0
1094,,错月:0/0,建正:0,建正:0,建正:0,建正:0,,建正:0,,,建正:0,错月:0/0,错月:0/0,,,,建正:0,,建正:0,,,建正:0,建正:0,错月:0/0,错月:0/0,,,建正:0,建正:0,建正:0,,,,错月:0/0,,错月:0/0,错月:0/0,,,错月:0/0,建正:0,建正:0
1093,错月:0/0,失闰:0/*,建正:0,,,建正:0,建正:0,建正:0,,,建正:0,错月:0/0,,,错月:0/0,,建正:0,建正:0,,建正:0,,,错月:0/0,,,建正:0,,失闰:0/*,,失闰:0/*,,,,错月:0/0,,,,,,错月:0/0,建正:0,
1092,建正:0,,失闰:0/*,,,错月:0/0,错月:0/0,建正:0,建正:0,,,,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,,,,,错月:0/0,,,,,错月:0/0,建正:0,建正:0,超闰:*/0,建正:0,,,建正:0,,,失闰:0/*,
1091,建正:0,,,,,,错月:0/0,,错月:0/0,,,,,,失闰:0/*,,,,,失闰:0/*,错月:0/0,错月:0/0,,超闰:*/0,,建正:0,错月:0/0,,,,建正:0,错月:0/0,建正:0,,错月:0/0,错月:0/0,错月:0/0,,,,,建正:0
1090,,错月:0/0,,建正:0,建正:0,,,,,错月:-1/0,,,错月:0/0,,,,,,建正:0,,,错月:0/0,,错月:0/0,错月:0/0,,错月:0/0,错月:0/0,错月:0/0,建正:0,超闰:*/0,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,,,,,错月:0/0
1089,,建正:0,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,,,,错月:0/0,,错月:0/0,,,错月:0/0,错月:0/0,建正:0,错月:0/0,,建正:0,错月:0/0,错月:0/0,错月:0/0,,,,建正:0,,建正:0,建正:0,,失闰:+1/*,建正:0,错月:0/0,错月:0/0
1088,,建正:0,错月:0/0,建正:0,,错月:0/0,错月:0/0,错月:0/0,,,错月:0/0,建正:0,,,建正:0,,错月:0/0,错月:0/0,失闰:0/*,错月:0/0,超闰:*/0,,建正:0,,失闰:0/*,错月:0/0,,建正:0,,,,,,建正:0,,,,,,建正:0,错月:0/0,
1087,建正:0,,失闰:0/*,,,错月:0/0,错月:0/0,错月:0/0,错月:0/0,,失闰:0/*,失闰:0/*,,,建正:0,,建正:0,建正:0,,建正:0,建正:0,,建正:0,,,错月:0/0,,,,,建正:0,,建正:0,建正:0,错月:0/0,,,错月:-1/+1,,,建正:0,
1086,错月:0/0,,,,,,建正:0,,建正:0,,,,,,建正:0,,,失闰:0/*,,建正:0,建正:0,超闰:*/0,,,,超闰:*/0,建正:0,,,,建正:0,错月:0/0,错月:0/0,,建正:0,,建正:0,,,,,
1085,,建正:0,,错月:0/0,错月:0/0,,,,建正:0,建正:-1,,,建正:0,,,,,,错月:0/0,,,建正:0,,建正:0,建正:0,,建正:0,建正:0,建正:0,错月:0/0,失闰:0/*,建正:0,错月:0/0,,建正:0,建正:0,建正:0,,,,,建正:0
1084,,错月:0/0,建正:0,建正:0,建正:0,建正:0,,错月:0/0,,,错月:0/0,错月:0/0,错月:0/0,建正:+1,,,建正:0,,建正:0,,,建正:0,建正:0,建正:0,建正:0,,建正:0,建正:0,建正:0,错月:0/0,,,,错月:0/0,,建正:0,建正:0,,建正:+1,错月:0/0,建正:0,建正:0
1083,,错月:0/0,建正:0,超闰:*/0,失闰:0/*,建正:0,,建正:0,,,建正:0,错月:0/0,失闰:0/*,,建正:0,,建正:0,建正:0,建正:0,建正:0,,,建正:0,,建正:0,建正:0,,建正:0,超闰:*/0,超闰:*/0,,,,错月:0/0,,,,,,错月:0/0,建正:0,
1082,错月:0/0,,建正:0,,,建正:0,建正:0,建正:0,建正:0,,建正:0,错月:0/0,,,错月:0/0,,建正:0,建正:0,,建正:0,建正:0,,错月:0/0,,,建正:0,,,,,错月:0/0,,错月:0/0,错月:0/0,建正:0,,,,,建正:0,建正:0,
1081,建正:0,,,,,,错月:0/0,,建正:0,,,,,,错月:0/0,建正:+1,,失闰:0/*,,错月:0/0,错月:0/0,建正:0,,,,错月:0/0,建正:0,,,,错月:0/0,建正:0,建正:0,,建正:0,,,,,,,
